X,Y,OBJECTID,Estate_Name_en,Estate_Name_zh_Hant,District_Name_en,District_Name_zh_Hant,Region_Name_en,Region_Name_zh_Hant,Latitude,Longitude,Type_of_Estate_en,Type_of_Estate_zh_Hant,Year_of_Intake_en,Type_s__of_Block_s__en,Type_s__of_Block_s__zh_Hant,No__of_Blocks,Name_of_Block_s__en,Name_of_Block_s__zh_Hant,No__of_Rental_Flats_en,No__of_Rental_Flats_zh_Hant,Flat_Size__m2__en,Estate_Management_Advisory_Comm,Estate_Management_Advisory_Co_1,District_Tenancy_Management_Off,District_Tenancy_Management_O_1,Property_Management_en,Property_Management_zh_Hant,Carpark_Management_en,Carpark_Management_zh_Hant,Estate_Website,Further_Information_en,Further_Information_zh_Hant
114.20121,22.34489,77,Fung Tak Estate,鳳德邨,Wong Tai Sin,黃大仙,Kowloon East,九龍東,22.34489,114.20121,Tenants Purchase Scheme,租者置其屋計劃,1991,"New Slab, Trident 3, Trident 4",新長型、Y3型、Y4型,7,Ban Fung House<br>Chu Fung House<br>Ngan Fung House<br>Pik Fung House<br>Suet Fung House<br>Toi Fung House<br>Tsz Fung House,"斑鳳樓
硃鳳樓
銀鳳樓
碧鳳樓
雪鳳樓
黛鳳樓
紫鳳樓",1 100 * ﻿As at 31.3.2019,1 100 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):15.3 - 71.8;Saleable Areas (sqm):11.7 - 55.6",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tsz Wan Shan District Tenancy Management Office<br>Unit 211-224, Ban Fung House, Fung Tak Estate, Diamond Hill<br>Telephone: 2324 0096<br>Fax: 2752 8665","慈雲山區租約事務管理處
鑽石山鳳德邨斑鳳樓211-224室
電話：2324 0096
傳真：2752 8665",Appointed by Owners' Corporation,由業主立案法團委任,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.26158,22.31986,78,King Lam Estate,景林邨,Sai Kung,西貢,New Territories East,新界東,22.31986,114.26158,Tenants Purchase Scheme,租者置其屋計劃,1990,"New Slab, Trident 3, Trident 4",新長型、Y3型、Y4型,7,King Nam House<br>King Chung House<br>King Yung House<br>King Min House<br>King Tao House<br>King Lui House<br>King Yu House,"景楠樓
景松樓
景榕樓
景棉樓
景桃樓
景櫚樓
景榆樓",1 300 * ﻿As at 31.3.2019,1 300 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):18.3 - 65.2;Saleable Areas (sqm):13.9 - 50.5",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Kowloon West & Sai Kung District Tenancy Management Office(9)<br>G/F, Po Chi House, Po Lam Estate, Tseung Kwan O<br>Telephone : 2701 3320<br>Fax : 2703 6344 <br>","西九龍及西貢區租約事務管理處(九)
將軍澳寶林邨寶智樓地下
電話： 2701 3320
傳真 ：2703 6344
",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.18666,22.33818,79,Lok Fu Estate,樂富邨,Wong Tai Sin,黃大仙,Kowloon East,九龍東,22.33818,114.18666,Public Rental Housing,租住屋邨,1984,"Harmony 1, Linear 3, New Slab",和諧一型、相連長型第三款、新長型,11,Lok Tai House<br>Lok Him House<br>Lok Man House<br>Lok Tsui House<br>Lok Tung House<br>Wang Hong House<br>Wang Lok House<br>Wang Shun House<br>Wang Tat House<br>Wang Yuk House<br>Wang Yat House,"樂泰樓
樂謙樓
樂民樓
樂翠樓
樂東樓
宏康樓
宏樂樓
宏順樓
宏達樓
宏旭樓
宏逸樓",3 700 ﻿As at 31.3.2019,3 700 截至2019年3月31日的情況,12.2 - 57.7,Formed,已成立,"Lok Fu Estate Office<br>Podium Level 1, Hong Kong Housing Authority Customer Service Centre, 3 Wang Tau Hom South Road, Kowloon.<br>Telephone: 2336 5144<br>Fax: 2337 6523","樂富邨辦事處
九龍橫頭磡南道3號房屋委員會客務中心一樓平台
電話：2336 5144
傳真：2337 6523","Lok Fu Estate Office<br>Podium Level 1, Hong Kong Housing Authority Customer Service Centre, 3 Wang Tau Hom South Road, Kowloon.<br>Telephone: 2336 5144<br>Fax: 2337 6523","樂富邨辦事處
九龍橫頭磡南道3號房屋委員會客務中心一樓平台
電話：2336 5144
傳真：2337 6523",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
113.97354,22.38828,80,Yau Oi Estate,友愛邨,Tuen Mun,屯門,New Territories West,新界西,22.38828,113.97354,Public Rental Housing,租住屋邨,1980,"Double H, Old Slab, Triple H, Twin Tower",雙工字型、舊長型、三座相連工字型、雙塔式,11,Oi Chi House<br>Oi Lai House<br>Oi Lim House<br>Oi Lok House<br>Oi Fai House<br>Oi Hei House<br>Oi Ming House<br>Oi Shun House<br>Oi Tak House<br>Oi Yung House<br>Oi Yee House,"愛智樓
愛禮樓
愛廉樓
愛樂樓
愛暉樓
愛曦樓
愛明樓
愛信樓
愛德樓
愛勇樓
愛義樓",9 200 ﻿As at 31.3.2019,9 200 截至2019年3月31日的情況,23.2 - 67.9,Formed,已成立,"Yau Oi Estate Office<br>Unit 101-103 & 105-108, G/F, Oi Hei House,Yau Oi Estate, Tuen Mun<br>Telephone: 2458 7710<br>Fax: 2458 6636","友愛邨屋邨辦事處
屯門友愛邨愛曦樓地下101-103及105-108號
電話：2458 7710
傳真：2458 6636","Yau Oi Estate Office<br>Unit 101-103 & 105-108, G/F, Oi Hei House,Yau Oi Estate, Tuen Mun<br>Telephone: 2458 7710<br>Fax: 2458 6636","友愛邨屋邨辦事處
屯門友愛邨愛曦樓地下101-103及105-108號
電話：2458 7710
傳真：2458 6636",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.24983,22.30371,81,Shin Ming Estate,善明邨,Sai Kung,西貢,New Territories East,新界東,22.30371,114.24983,Public Rental Housing,租住屋邨,2011,Non-standard Block,非標準型,2,Shin Chi House<br>Shin Lai House,"善智樓
善禮樓",2 000 ﻿As at 31.3.2019,2 000 截至2019年3月31日的情況,14.05 - 39.10,Formed,已成立,"Kowloon West & Sai Kung District Tenancy Management Office(10)<br>G/F., Kin Hei House, Kin Ming Estate, Tseung Kwan O<br>Telephone : 2706 8201<br>Fax : 2701 0570<br>","西九龍及西貢區租約事務管理處 (十)
將軍澳健明邨健曦樓地下
電話：2706 8201
傳真：2701 0570
","Good Yield Property Management Limited<br>G/F, Shin Lai House,<br>Shin Ming Estate,<br>Tseung Kwan O,<br>N.T<br>Telephone : 2331 3102<br>Fax : 2331 3733","高耀物業管理有限公司
將軍澳善明邨善禮樓地下
電話 : 2331 3102
傳真 : 2331 3733","Good Yield Property Management Limited<br>G/F, Shin Lai House,<br>Shin Ming Estate,<br>Tseung Kwan O,<br>N.T<br>Telephone : 2331 3102<br>Fax : 2331 3733","高耀物業管理有限公司
將軍澳善明邨善禮樓地下
電話 : 2331 3102
傳真 : 2331 3733",,,
113.96399,22.40587,82,Tin King Estate,田景邨,Tuen Mun,屯門,New Territories West,新界西,22.40587,113.96399,Tenants Purchase Scheme,租者置其屋計劃,1989,"New Slab, Trident 3, Trident 4",新長型、Y3型、Y4型,4,Tin Lok House<br>Tin Tsui House<br>Tin Tun House<br>Tin Yue House,"田樂樓
田翠樓
田敦樓
田裕樓",700 * ﻿As at 31.3.2019,700 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):40.8 - 68.2;
Saleable Areas (sqm):32.4 - 52.6",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tuen Mun East District Tenancy Management Office On Ting Sub-office <br>Unit 403-412,4/F., Ting Cheung House, On Ting Estate, Tuen Mun, N.T. <br>Telephone: 2451 0321<br>Fax: 2450 9740","屯門東區租約事務管理處 安定分處
屯門安定邨定祥樓4樓403-412室
電話：2451 0321
傳真：2450 9740","Nice Property Management Ltd<br>G/F, Leung Chun House,<br>Leung King Estate, Tuen Mun<br>Tel: 2465 1239<br>Fax: 3525 0436","嘉怡物業管理有限公司
屯門良景邨良俊樓地下
電話：2465 1239
傳真：3525 0436",Owned and operated by private corporation,由私營機構擁有及營運,-,* Includes flats/households/authorized population under Public Rental Housing only,* 只包括租住的公屋單位/住戶/認可人口數目
114.17843,22.36524,84,Lung Hang Estate,隆亨邨,Sha Tin,沙田,New Territories East,新界東,22.36524,114.17843,Public Rental Housing,租住屋邨,1983,"Double H, Old Slab, Twin Tower",雙工字型、舊長型、雙塔式,6,Wai Sam House<br>Hok Sam House<br>Lok Sam House<br>Sin Sam House<br>Sheung Sam House<br>Wing Sam House,"慧心樓
學心樓
樂心樓
善心樓
賞心樓
榮心樓",4 400 ﻿As at 31.3.2019,4 400 截至2019年3月31日的情況,11.0 - 60.8,Formed,已成立,"Tai Po, North & Shatin District Tenancy Management Office (3)<br>Flat 1-17, G/F, Sun Hok House, Sun Chui Estate, Shatin, NT<br>Telephone : 2529 5178<br>Fax : 2466 7897<br>","大埔、北區及沙田區租約事務管理處(三)
沙田新翠邨新學樓地下1-17號
電話 : 2529 5178
傳真 : 2466 7897
","Modern Living Property Management Ltd<br>Lung Hang Property Service Management Office<br>Near Wing Sam House, Lung Hang Estate, Shatin<br>Telephone : 2606 1073<br>Fax : 2604 6447<br>","雅居物業管理有限公司
隆亨物業服務辦事處
沙田隆亨邨榮心樓側
電話 : 2606 1073
傳真 : 2604 6447
",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.13754,22.34257,85,Wah Lai Estate,華荔邨,Kwai Tsing,葵青,New Territories West,新界西,22.34257,114.13754,Public Rental Housing,租住屋邨,2001,Harmony 1,和諧一型,2,Hei Lai House <br>Seung Lai House,"喜荔樓
賞荔樓",1 400 ﻿As at 31.3.2019,1 400 截至2019年3月31日的情況,13.5 - 43.3,Formed,已成立,"Wah Lai Estate Office<br>Unit 703, 7/F, Podium, Hei Lai House, Wah Lai Estate, Lai Chi Kok, Kowloon<br>Telephone: 2242 6442<br>Fax: 2242 6449<br>","華荔邨辦事處
荔枝角華荔邨喜荔樓七樓平台703室
電話：2242 6442
傳真：2242 6449","Wah Lai Estate Office<br>Unit 703, 7/F, Podium, Hei Lai House, Wah Lai Estate, Lai Chi Kok, Kowloon<br>Telephone: 2242 6442<br>Fax: 2242 6449","華荔邨辦事處
荔枝角華荔邨喜荔樓七樓平台703室
電話：2242 6442
傳真：2242 6449",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.10280000000013,22.35465,86,Tsing Yi Estate,青衣邨,Kwai Tsing,葵青,New Territories West,新界西,22.35465,114.1028,Tenants Purchase Scheme,租者置其屋計劃,1986,"Trident 2, Trident 3, Trident 4",Y2型、Y3型、Y4型,4,Yee Yat House<br>Yee Kui House<br>Yee Wai House<br>Yee Yip House,"宜逸樓
宜居樓
宜偉樓
宜業樓",500 * ﻿As at 31.3.2019,500 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):18.3 - 68.2;
Saleable Areas (sqm):13.9 - 52.6",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tsing Yi District Tenancy Management Office<br>Wings A & B, G/F, Yee Yip House, Tsing Yi Estate, Tsing Yi<br>Telephone: 2431 0305<br>Fax: 2435 5137","青衣區租約事務管理處
青衣青衣邨宜業樓地下A及B翼
電話：2431 0305
傳真：2435 5137",Appointed by Owners' Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.132610000000128,22.36625,87,Kwai Hing Estate,葵興邨,Kwai Tsing,葵青,New Territories West,新界西,22.36625,114.13261,Tenants Purchase Scheme,租者置其屋計劃,1991,Linear 1,相連長型第一款,4,Hing Fuk House<br>Hing Kok House<br>Hing Lok House<br>Hing Yat House,"興福樓
興國樓
興樂樓
興逸樓",300 * ﻿As at 31.3.2019,300 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):18.9 - 74.3;
Saleable Areas (sqm):13.5 - 53.1",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Kwai Chung Estate Office (1)<br>G/F, Ha Kwai House, Kwai Chung Estate<br>T : 3617 9201<br>F : 3617 9200","葵涌邨辦事處(一)
葵涌邨夏葵樓地下
電話：3617 9201
傳真：3617 9200",Appointed by Owners¡¦Corporation,由業主立案法團委派,Owned and operated by private corporation,由私營機構擁有及營運,-,"* Includes flats, households and authorized population under Public Rental Housing only",* 只包括租住的公屋單位、住戶及認可人口數目
114.17732,22.37777,88,Mei Lam Estate,美林邨,Sha Tin,沙田,New Territories East,新界東,22.37777,114.17732,Public Rental Housing,租住屋邨,1981,"Double I, Old Slab, Triple H, Trident 1",雙「I」  型、舊長型、三座相連工字型、Y1型,4,Mei Fung House<br>Mei Tao House<br>Mei Wai House<br>Mei Yeung House,"美楓樓
美桃樓
美槐樓
美楊樓",4 100 ﻿As at 31.3.2019,4 100 截至2019年3月31日的情況,10.8 - 64.7,Formed,已成立,"Tai Po, North & Shatin District Tenancy Management Office (4)<br>Unit 241-260, 2/F., Shek Yuk House, Chun Shek Estate, Shatin<br>Telephone :  2699 3082<br>Fax  :  2699 9418<br>","大埔、北區及沙田區租約事務管理處(四)
新界沙田秦石邨石玉樓二樓241-260
電話  :  2699 3082
傳真  :  2699 9418

","Easy Living Property Management Ltd.<br>Unit 117-122, G/F., Mei Fung House, Mei Lam Estate, Shatin.<br>Tel : 2604 9229<br>Fax : 2609 1345<br>Email : mariachoi@hkeasyliving.com","宜居物業管理有限公司
沙田美林邨美楓樓地下117-122室
電話 : 2604 9229
傳真 : 2609 1345
電郵 : mariachoi@hkeasyliving.com",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
113.9846900000001,22.41336,90,Fu Tai Estate,富泰邨,Tuen Mun,屯門,New Territories West,新界西,22.41336,113.98469,Public Rental Housing,租住屋邨,2000,"Concord 1, Harmony 1, Single Aspect Building",康和一型、和諧一型、單向設計大廈,12,Kwan Tai House<br>Mei Tai House<br>Oi Tai House<br>Sau Tai House<br>Chung Tai House<br>Kin Tai House<br>Ning Tai House<br>Yan Tai House<br>Ying Tai House<br>Yin Tai House<br>Yat Tai House<br>Ancillary Facilities Block,"君泰樓 美泰樓
愛泰樓
秀泰樓
頌泰樓
健泰樓
寧泰樓
仁泰樓
迎泰樓
賢泰樓
逸泰樓
服務設施大樓
",5 100 ﻿As at 31.3.2019,5 100 截至2019年3月31日的情況,16.3 - 53.1,Formed,已成立,"Tuen Mun North District Tenancy Management Office<br>5/F., Ancillary Facilities Block, Fu Tai Estate, Tuen Mun<br>Telephone: 2644 0201<br>Fax: 2465 0561","屯門北區租約事務管理處
屯門富泰邨服務設施大樓5樓 
電話：2644 0201 
傳真：2465 0561","Easy Living Consultant Ltd.<br>No. G01, G/F, Ying Tai House<br>Fu Tai Estate, Tuen Mun<br>Telephone: 2453 7272<br>Fax: 2453 7351","宜居顧問服務有限公司
屯門富泰邨迎泰樓地下1號
電話：2453 7272
傳真：2453 7351",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
113.96994,22.40605,91,Kin Sang Estate,建生邨,Tuen Mun,屯門,New Territories West,新界西,22.40605,113.96994,Tenants Purchase Scheme,租者置其屋計劃,1989,Trident 4,Y4型,4,Hong Sang House<br>Lok Sang House<br>Tai Sang House<br>Yue Sang House,"康生樓
樂生樓
泰生樓
裕生樓",400 * ﻿As at 31.3.2019,400 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):25.0 - 71.9;Saleable Areas (sqm):19.3 - 55.6",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tuen Mun East District Tenancy Management Office Wu King Sub-office<br>G/F, Wu Yuet House, Wu King Estate, Tuen Mun<br>Telephone: 2465 0621<br>Fax: 2464 7559","屯門東區租約事務管理處 湖景分處
屯門湖景邨湖月樓地下
電話：2465 0621
傳真：2464 7559","Nice Property Management Ltd.<br>G/F, Leung Chun House, Leung King Estate<br>Tuen Mun<br>Telephone: 2465 1239<br>Fax: 3525 0436","嘉怡物業管理有限公司
屯門良景邨良俊樓地下
電話：2465 1239
傳真：3525 0436",Owned and operated by private corporation,由私營機構擁有及營運,-,* Includes flats/ households / authorized population under Public Rental Housing only,* 只包括租住的公屋單位/住戶/認可人口數目
113.96332,22.40756,92,Leung King Estate,良景邨,Tuen Mun,屯門,New Territories West,新界西,22.40756,113.96332,Tenants Purchase Scheme,租者置其屋計劃,1988,"New Slab, Trident 3, Trident 4",新長型、Y3型、Y4型,8,Leung Wah House<br>Leung Chi House<br>Leung Ying House<br>Leung Kit House<br>Leung Chun House<br>Leung Shui House<br>Leung Wai House<br>Leung Yin House,"良華樓
良智樓
良英樓
良傑樓
良俊樓
良萃樓
良偉樓
良賢樓",2 100 * ﻿As at 31.3.2019,2 100 * 截至2019年3月31日的情況,"Gross Floor Areas (sqm):18.5 - 87.1;
Saleable Areas (sqm):13.9 - 66.4",Not applicable (Owners' Corporation Formed),不適用（已成立業主立案法團） ,"Tuen Mun West District Tenancy Management Office <br>Unit 2, wing A, G/F, King Mei House, Shan King Estate, Tuen Mun<br>Telephone: 2465 1212<br>Fax: 2469 9785","屯門西區租約事務管理處
屯門山景邨景美樓地下A翼2號
電話：2465 1212
傳真：2469 9785","Nice Property Management Limited<br>G/F, Leung Chun House,<br>Leung King Estate, Tuen Mun<br>Telephone: 2465 1239<br>Fax: 3525 0436","嘉怡物業管理有限公司
屯門良景邨良俊樓地下
電話：2465 1239
傳真：3525 0436",Owned and operated by private corporation,由私營機構擁有及營運,-,* Includes flats/households/authorized population under Public Rental Housing only,* 只包括租住的公屋單位/住戶/認可人口數目
114.19328,22.3778,93,Sha Kok Estate,沙角邨,Sha Tin,沙田,New Territories East,新界東,22.3778,114.19328,Public Rental Housing,租住屋邨,1980,"Old slab, Triple H",舊長型、三座相連工字型,7,Bean Goose House<br>Green Heron House<br>Herring Gull House<br>Oriole House<br>Osprey House<br>Skylark House<br>Sand Martin House,"美雁樓
綠鷺樓
銀鷗樓
金鶯樓
魚鷹樓
雲雀樓
沙燕樓",6 400 ﻿As at 31.3.2019,6 400 截至2019年3月31日的情況,11.0 - 67.9,Formed,已成立,"Sha Kok Estate Office<br>G/F, Sha Kok Community Hall, Sha Kok Estate, Shatin <br>Telephone :  2647 1311<br>Fax  :  2637 5251<br>","沙角邨辦事處
沙田沙角邨沙角社區會堂地下
電話  :  2647 1311
傳真  :  2637 5251

","Sha Kok Estate Office<br>G/F, Sha Kok Community Hall, Sha Kok Estate, Shatin <br>Telephone :  2647 1311<br>Fax  :  2637 5251<br>","沙角邨辦事處
沙田沙角邨沙角社區會堂地下
電話  :  2647 1311
傳真  :  2637 5251

",Owned and operated by private corporation,由私營機構擁有及營運,-,-,-
114.20929,22.38669,94,Shek Mun Estate,碩門邨,Sha Tin,沙田,New Territories East,新界東,22.38669,114.20929,Public Rental Housing,租住屋邨,,Harmony and Non Standard Block,和諧式和非標準式,6,Kin Shek House<br>Mei Shek House<br>Fung Shek House<br>San Shek House<br>Sui Shek House<br>Hi Shek House,"健碩樓
美碩樓
豐碩樓
新碩樓
瑞碩樓
喜碩樓",5 000 ﻿As at 31.3.2019,5 000 截至2019年3月31日的情況,14.05-39.6,Formed,已成立,"Tai Po, North & Shatin District Tenancy Management Office (10)<br>G/F, Skylark House, Sha Kok Estate, Shatin<br>Telephone : 2697 7208<br>Fax : 2797 0908<br>","大埔、北區及沙田區租約事務管理處(十)
沙田沙角邨雲雀樓地下
電話：2697 7208
傳真：2797 0908
","Easy Living Consultant Limited<br>G/F, Wing C, Mei Shek House, Shek Mun Estate<br>Tel : 2699 0329 (for Kin Shek House and Mei Shek House)<br>        3618 9914 (for Fung Shek House, San Shek House, Sui Shek House and Hi Shek House)<br>Fax : 2699 0913","宜居顧問服務有限公司
沙田碩門邨美碩樓C翼地下
電話 : 2699 0329 (健碩樓，美碩樓)
         3618 9914 (豐碩樓，新碩樓，瑞碩樓和喜碩樓)
傳真 : 2699 0913","Easy Living Consultant Limited<br>G/F, Wing C, Mei Shek House, Shek Mun Estate<br>Tel : 2699 0329 and 3618 9914 <br>Fax : 2699 0913","宜居顧問服務有限公司
沙田碩門邨美碩樓C翼地下
電話 : 2699 0329、3618 9914
傳真 : 2699 0913",,,
